Customer ID,Customer Name,Geo_code
90-138-4450,Brendin Meedendorpe,595
27-611-0020,Raquel Borham,882
23-205-4715,Tildy Shanks,690
90-947-8460,Alisander Shoebottom,697
37-076-7913,Brandon Cocklie,858
46-123-3292,Hebert Aubin,302
30-426-0861,Aldin Purrier,393
17-425-9366,Willi Voce,167
54-763-6870,Roxine Humphries,322
21-910-6325,Guthrey Juara,915
87-825-2791,Mariel Bourdel,499
10-534-1630,Cissiee Gobeau,983
12-760-8688,Bonnee Keller,237
20-910-8042,Nelie Cleare,128
49-905-8008,Hurlee Dhennin,290
21-823-5019,Charil Fanton,534
70-815-9836,Far Emmanuele,891
40-189-3632,Jilly Bursnoll,177
42-611-3228,Wakefield Strotton,776
62-189-0455,Skippy McIlwain,992
67-746-6460,Ara McWard,585
44-431-8932,Elvira Beverstock,783
82-729-5605,Westbrooke Blindt,536
77-869-4945,Maribelle Allcroft,671
53-704-6388,Roosevelt Grigg,179
14-346-3203,Jard Adderson,233
14-832-8262,Steward Pettinger,482
12-510-9183,Barby Noell,710
44-900-5794,Bertrand Bilton,24
42-905-5328,Emilee Riddeough,567
20-850-2376,Agretha Dutteridge,629
75-271-9762,Ferrel Jeratt,181
68-882-8050,Selia Grigoroni,431
42-607-3260,Celine Coopland,488
60-346-2768,Danna O'Nion,404
76-163-3165,Cornelia Rowth,544
19-601-3865,Horatio Codi,34
47-264-6899,Dru Priscott,329
56-511-3188,Bibbie Bover,575
21-798-9412,Lise Fegan,2
82-520-3770,Faith Grushin,979
95-331-1993,Berte Cornall,631
53-257-4115,King Hillin,921
42-410-0705,Selena Relton,509
38-609-7229,Virgie Belhomme,930
03-331-1028,Brunhilda Beeze,92
29-836-4385,Colver McChesney,491
41-226-8734,Dominick Crafts,8
16-815-6643,Tiertza Barford,850
77-281-8756,Hastie Charopen,724
30-825-3298,Doug Logg,814
96-799-4054,Clive Crammy,238
68-814-7130,Ximenes Carnachen,566
32-736-6261,Jere Whitebrook,461
63-784-1408,Gabe Boyan,865
40-260-1346,Gennifer Koenen,343
35-306-1244,Tedda Plumridge,316
48-853-9332,Lexie Spinetti,239
56-125-9083,Anastasia Baudy,174
72-073-0415,Anna-maria Neilan,912
50-376-1116,Melisandra Mungham,265
20-180-7160,Dian Collough,207
47-775-2879,Elayne Karet,260
58-519-0920,Pail Duignan,862
53-665-5572,Rivi Bowart,45
99-823-8050,Carlye Chiswell,407
46-151-7455,Braden Bartolacci,377
57-249-9311,Hedi Chadwin,165
41-836-7896,Annamarie Taylot,887
77-952-2629,Rhetta Nevill,701
04-242-3472,Raye Fyldes,310
97-519-5326,Kellby Quarterman,696
74-748-7404,Raye Rossant,16
03-350-0766,Aaron Cromley,761
59-273-7178,Morganne Brecknell,576
75-358-8408,Dieter Crannis,325
53-501-6288,Kerri Barnes,91
06-093-4453,Adaline Reichartz,175
09-685-7250,Ally McBrearty,370
48-621-4122,Theda Jagoe,6
37-038-2215,Jethro Fenwick,313
60-917-4254,Bambie Frears,286
62-845-0351,Ezri Gouck,579
83-415-1839,Charisse Risso,401
79-877-0995,Leanna Chapelhow,357
35-922-4096,Florella McMullen,274
07-117-6288,Raven Cawkwell,470
29-212-8537,Mable Browncey,490
98-667-2397,Essie Hagland,835
42-820-6751,Valida Greenhill,704
14-111-5943,Malinde Firbanks,497
60-136-0339,Persis Chipchase,518
48-656-3310,Demetris McGibbon,537
07-805-8279,Natala Stobbe,890
21-055-2991,Shandy Sefton,829
38-183-2380,Sander Maloney,885
31-360-2315,Ellis Kops,376
58-897-9539,Yankee Penright,808
45-104-2327,Wandie Yeeles,986
26-472-0085,Tanner Garner,606
95-863-7435,Maryjo Strangwood,735
85-315-2081,Dorise Reames,899
82-197-4890,Sly Fullwood,678
90-268-2856,Florella Reape,307
54-078-7771,Korney O'Carney,108
91-387-2469,Rorie Colicot,218
87-182-2023,Nathanil Eykel,543
13-867-0430,Carol-jean Sodory,164
50-466-7631,Ludwig Fuxman,78
41-164-0757,Gloriane Allsepp,95
01-646-4719,Christoper Myrkus,300
24-476-4314,Steward Doyland,703
96-936-2893,Jenilee Ricardou,948
43-976-6171,Riccardo Jahner,838
04-213-6891,Leonard Fuxman,26
03-754-8064,Ali Einchcombe,172
80-279-3555,Cynthea O'Hickee,359
34-747-6973,Renata Vlach,727
80-992-8483,Manuel Gloyens,257
27-053-6056,Jerrome Drohan,512
28-076-4615,Karoly Ivie,658
05-685-7660,Jory Glave,712
96-672-3509,Charin Pinckard,225
62-549-2752,Malina Pengelly,501
40-270-8030,Marillin Dennehy,863
59-072-5051,Laina Thurborn,619
28-108-0435,Noel Ladley,562
57-785-3314,Gail Grigaut,494
94-096-1282,Gordan Kneeshaw,839
46-049-5828,Quinn Stamps,592
41-128-9654,Odilia Bockett,371
81-094-4880,Mikael O'Keevan,72
71-750-9970,Egbert Mollnar,941
18-073-6715,Howie Flamank,93
41-371-0653,Judy Swainson,320
32-572-1979,Dulcie Lax,337
54-536-6254,Nelli Myrie,726
29-219-2253,Althea Jaggli,606
71-721-5004,Row Colchett,477
97-710-2761,Adlai Arnull,861
59-575-5435,Paloma Spellar,304
65-481-0473,Hyacintha Hanne,968
43-167-6563,Mattie Brenston,127
64-548-0720,Quintus Parcells,652
80-680-2541,Sue Fargie,98
80-692-1577,Amaleta Brattan,433
20-619-2889,Willow Burmingham,627
33-530-9357,Fawnia Bartosch,632
37-845-3065,Donni Tatem,959
81-488-4385,Mary Jellett,967
81-070-8211,Todd Riglesford,682
57-713-4376,Aube Francescuzzi,372
91-235-3553,Fanni Caccavella,706
34-942-9341,Allie Turbard,440
53-865-0514,Nadine Cudbird,186
31-432-4517,Ginelle Finnimore,40
55-350-7166,Rici Bollin,737
44-464-5517,Yvon Chasmor,21
13-549-8164,Sindee Drynan,860
76-184-8198,Kim McCloughlin,649
53-208-7209,Jarib Cranke,569
38-865-5715,Cordelia Whicher,355
15-968-4354,Adria Heller,517
23-557-3971,Ash Boise,243
42-475-0558,Ravid Josephsen,900
37-704-3505,Belle Priver,793
50-685-3169,Wanda Ramas,77
86-294-0566,Jazmin Torald,755
23-082-9045,Mellicent Philliphs,87
74-130-0054,Reggie Hallaways,292
52-201-2191,Rubin Ind,702
30-902-5761,Melodee Gartshore,977
33-940-3140,Giffy Wreath,71
10-483-3261,Heida Bohden,833
66-300-2343,Saw Aspenlon,17
27-735-9532,Jenda Castellino,134
42-165-1972,Bobby Blazewski,263
23-834-9533,Boniface Giovannilli,748
81-334-5691,Halette O'Hanley,157
30-022-9413,Herculie Eastment,430
19-848-0069,Virginie Lammas,54
98-591-9409,Zorine Delacourt,14
10-047-1960,Isidro Chelam,849
42-897-6329,Annmarie Bountiff,622
39-999-0021,Sid Oultram,720
82-124-3942,Patrizia Kunrad,124
36-331-2831,Marillin Tieman,559
34-309-3114,Rodrigo D'Alessio,925
19-101-7328,Gigi Trunchion,799
60-136-4870,Mitzi De Mico,462
85-127-4717,Dannye Passmore,326
49-948-7915,Carree Jeffree,523
06-831-0706,Shell Oldis,173
29-914-6794,Ardene Davydenko,385
31-856-0244,Lethia Bodechon,896
32-395-2589,Harriott Manby,101
04-935-5157,Kissie Gosford,444
18-892-9010,Isador Saffen,910
95-339-8822,Sheela Stein,975
95-862-4662,Dal Raper,272
80-277-5556,Gauthier Sapshed,654
48-999-9247,Gizela Northover,261
55-441-4945,Taffy Shipcott,387
74-776-1637,Forster Pervew,637
51-529-9908,Arlette Magauran,37
63-986-0563,Jameson Yaknov,481
96-628-9343,Esdras Scoffins,513
61-684-7316,Gradey O'Gready,160
48-951-1953,Lowrance Kleinmintz,121
64-856-3763,Dore Coyett,590
23-233-9582,Baxy Dunkerley,189
15-212-8866,Charlot Warkup,510
07-575-4456,Godfrey Jellicorse,846
99-435-3448,Ives Darmody,176
07-158-6611,Stephi Broose,80
40-581-7231,Hervey Ganning,99
49-436-2903,Bennett Pendered,876
49-449-2339,Jilleen Foux,5
28-494-9464,Jefferson Lauderdale,427
28-255-9636,Stirling Santry,44
04-007-9403,Reilly Domonkos,768
30-134-4141,Mary Demangel,730
43-303-6151,Carolan Di Giacomo,250
74-339-8181,Clarette Barreau,294
34-231-0656,Germaine Vallack,852
68-194-7215,Alena Geratasch,390
82-442-4503,Dill Beardshall,130
65-959-0100,Dolorita Drayton,43
06-870-3808,Guthry Galpin,362
79-834-1150,Paton Fritzer,738
91-484-8549,Kelbee Illesley,94
58-358-2956,Christabella Coathup,423
40-946-4285,Ephrem Steers,110
22-719-1060,Melesa Halahan,604
